query_name,chromosome,position,reference_end,length,cigar,coverage
SRR14041381.20601444,NW_003526941.1,6656278,6656334,3764348,75H18M4D4M2D28M,1509
SRR14041381.20940414,NW_003526941.1,6656278,6656399,3764391,10S18M4D4M2D93M,1509
SRR14041381.22089689,NW_003526941.1,6656278,6656335,3764398,74H18M4D4M2D29M,1509
SRR14041381.24306790,NW_003526941.1,6656278,6656373,3764384,36H18M4D4M2D67M,1509
SRR14041381.24990621,NW_003526941.1,6656278,6656352,3764422,49H18M4D4M2D46M8H,1509
SRR14041381.25227868,NW_003526941.1,6656278,6656386,3764389,23S18M4D4M2D80M,1509
SRR14041381.26799747,NW_003526941.1,6656278,6656352,3764434,44H18M4D4M2D46M13H,1509
SRR14041381.29505877,NW_003526941.1,6656278,6656340,3764381,69H18M4D4M2D34M,1509
SRR14041381.29550176,NW_003526941.1,6656278,6656376,3764385,33H18M4D4M2D70M,1509
SRR14041381.31418153,NW_003526941.1,6656278,6656387,3764400,22S18M4D4M2D81M,1509
SRR14041381.33001745,NW_003526941.1,6656278,6656403,203438,125M,1509
SRR14041381.9542152,NW_003526941.1,6656279,6656332,2924182,22S53M50S,1559
SRR14041381.13392556,NW_003526941.1,6656279,6656331,140344,73S52M,1559
SRR14041381.14286409,NW_003526941.1,6656279,6656404,-119875,125M,1559
SRR14041381.20363610,NW_003526941.1,6656279,6656332,4683187,50H53M22H,1559
SRR14041381.21853345,NW_003526941.1,6656279,6656404,1606928,125M,1559
SRR14041381.26178005,NW_003526941.1,6656279,6656356,-1405309,48S77M,1559
SRR14041381.13294062,NW_003526941.1,6656280,6656395,-3209,115M10S,1553
SRR14041381.30042545,NW_003526941.1,6656280,6656428,4683344,52M1D26M22D47M,1553
SRR14041381.30742119,NW_003526941.1,6656280,6656407,-3264,77M2D48M,1553
SRR14041381.30860232,NW_003526941.1,6656280,6656405,-482181,125M,1553
SRR14041381.11943412,NW_003526941.1,6656281,6656395,-3222,114M11S,1567
SRR14041381.12176584,NW_003526941.1,6656281,6656412,3764384,15M4D4M2D106M,1567
SRR14041381.21664017,NW_003526941.1,6656282,6656373,199735,91M34S,1581
SRR14041381.21431715,NW_003526941.1,6656283,6656410,-3266,74M2D51M,1593
SRR14041381.13062833,NW_003526941.1,6656290,6656435,-2356488,9M18D35M2D81M,1800
SRR14041381.32169447,NW_003526941.1,6656290,6656394,-1448639,104M21S,1800
SRR14041381.5845797,NW_003526941.1,6656291,6656386,786498,95M,1809
SRR14041381.7768030,NW_003526941.1,6656294,6656385,786494,91M,1829
SRR14041381.30148192,NW_003526941.1,6656294,6656413,-3246,63M2D54M8S,1829
SRR14041381.1648370,NW_003526941.1,6656295,6656408,-119772,22M2D1M1I37M2D1M1I48M14H,1811
SRR14041381.16698979,NW_003526941.1,6656295,6656395,-1448418,100M25H,1811
SRR14041381.17668306,NW_003526941.1,6656296,6656395,-3209,99M26S,1812
SRR14041381.29310334,NW_003526941.1,6656296,6656413,-3226,61M2D54M10S,1812
SRR14041381.11872792,NW_003526941.1,6656297,6656412,-119905,115M10S,1772
SRR14041381.6007689,NW_003526941.1,6656298,6656395,-3207,78M1D18M29S,1771
SRR14041381.7222708,NW_003526941.1,6656299,6656334,3441889,82H35M8H,1761
SRR14041381.9311614,NW_003526941.1,6656299,6656375,2924169,49H76M,1761
SRR14041381.18076123,NW_003526941.1,6656299,6656368,2924160,41H69M15H,1761
SRR14041381.12776183,NW_003526941.1,6656299,6656372,2923859,52H73M,1761
SRR14041381.24567480,NW_003526941.1,6656299,6656443,-5765543,31M24D89M5S,1761
SRR14041381.1107451,NW_003526941.1,6656300,6656373,3764606,17M2D1M1I53M53H,1780
SRR14041381.24986669,NW_003526941.1,6656300,6656408,-119784,108M17S,1780
SRR14041381.21611289,NW_003526941.1,6656300,6656408,-119772,17M2D1M1I37M2D1M1I48M19H,1780
SRR14041381.30055759,NW_003526941.1,6656301,6656412,-226680,111M14S,1816
SRR14041381.10637097,NW_003526941.1,6656302,6656419,784934,30S18M22D77M,1818
SRR14041381.1742721,NW_003526941.1,6656302,6656405,-482056,22H103M,1818
SRR14041381.3276495,NW_003526941.1,6656302,6656398,-482067,29H96M,1818
SRR14041381.4384189,NW_003526941.1,6656302,6656400,-482068,27H98M,1818
SRR14041381.7189028,NW_003526941.1,6656302,6656408,-482049,21H56M1I22M3D25M,1818
SRR14041381.8418546,NW_003526941.1,6656302,6656423,-482092,4S121M,1818
SRR14041381.9135603,NW_003526941.1,6656302,6656342,-1448443,85H40M,1818
SRR14041381.11694898,NW_003526941.1,6656302,6656403,-482084,24H101M,1818
SRR14041381.14607295,NW_003526941.1,6656302,6656400,-482069,27H98M,1818
SRR14041381.18800639,NW_003526941.1,6656302,6656405,-482066,39H59M17D27M,1818
SRR14041381.22177936,NW_003526941.1,6656302,6656409,-482069,18H107M,1818
SRR14041381.23214273,NW_003526941.1,6656302,6656404,-482059,23H102M,1818
SRR14041381.23327692,NW_003526941.1,6656302,6656409,-482051,18H107M,1818
SRR14041381.27174875,NW_003526941.1,6656302,6656401,-482070,26H99M,1818
SRR14041381.29412637,NW_003526941.1,6656302,6656395,-482045,33H61M1D31M,1818
SRR14041381.29466300,NW_003526941.1,6656302,6656341,-1448442,86H39M,1818
SRR14041381.32004965,NW_003526941.1,6656302,6656400,-482059,27H98M,1818
SRR14041381.12285524,NW_003526941.1,6656303,6656378,-1404972,55S59M5D11M,1906
SRR14041381.29468530,NW_003526941.1,6656304,6656352,-482013,77H48M,1905
SRR14041381.594398,NW_003526941.1,6656307,6656427,-1448351,120M5S,1893
SRR14041381.15439228,NW_003526941.1,6656307,6656427,-1448344,120M5S,1893
SRR14041381.30689843,NW_003526941.1,6656308,6656425,-482094,117M8S,1929
SRR14041381.28004203,NW_003526941.1,6656309,6656427,-1448345,118M7S,1930
SRR14041381.14330053,NW_003526941.1,6656310,6656395,3442111,23S85M17S,1918
SRR14041381.17349521,NW_003526941.1,6656310,6656395,3715259,16S85M24S,1918
SRR14041381.20117094,NW_003526941.1,6656310,6656408,-119823,98M27S,1918
SRR14041381.21250606,NW_003526941.1,6656310,6656395,3442111,14S85M26S,1918
SRR14041381.2039112,NW_003526941.1,6656310,6656395,-1448482,29S85M11S,1918
SRR14041381.22597127,NW_003526941.1,6656310,6656412,-811071,26H42M5D4M3I11M1D39M,1918
SRR14041381.2443696,NW_003526941.1,6656321,6656443,-482084,15M1D106M4S,1785
SRR14041381.13204693,NW_003526941.1,6656322,6656443,-482097,14M1D106M5S,1772
SRR14041381.6839996,NW_003526941.1,6656323,6656443,3764358,120M5S,1763
SRR14041381.18449110,NW_003526941.1,6656323,6656443,3764363,120M5S,1763
SRR14041381.20143545,NW_003526941.1,6656328,6656443,-120034,44M1D42M2D1M1I25M12H,1729
SRR14041381.24826291,NW_003526941.1,6656328,6656443,-1448728,24M2D89M12S,1729
SRR14041381.14356902,NW_003526941.1,6656329,6656408,-482075,30H79M16H,1723
SRR14041381.18221615,NW_003526941.1,6656329,6656511,-1448572,53M36D22M21D50M,1723
SRR14041381.24373861,NW_003526941.1,6656329,6656443,3764351,114M11S,1723
SRR14041381.19355235,NW_003526941.1,6656330,6656415,-119817,85M40H,1707
SRR14041381.6189592,NW_003526941.1,6656333,6656408,-119949,40M17I35M33H,1587
SRR14041381.22793237,NW_003526941.1,6656333,6656408,-119984,40M17I35M33H,1587
SRR14041381.32401840,NW_003526941.1,6656341,6656408,-119872,67M58H,1358
SRR14041381.11797776,NW_003526941.1,6656341,6656370,-5765462,29M96H,1358
SRR14041381.7493432,NW_003526941.1,6656342,6656419,2924126,48H77M,1354
SRR14041381.9692533,NW_003526941.1,6656342,6656402,2924126,65H60M,1354
SRR14041381.17672370,NW_003526941.1,6656342,6656443,-119795,24S101M,1354
SRR14041381.5014453,NW_003526941.1,6656342,6656441,-3258,26S99M,1354
SRR14041381.10313405,NW_003526941.1,6656342,6656479,-3318,7S74M19D44M,1354
SRR14041381.13894687,NW_003526941.1,6656342,6656445,-3260,22S103M,1354
SRR14041381.14459926,NW_003526941.1,6656342,6656524,-1448566,40M36D22M21D63M,1354
SRR14041381.17171755,NW_003526941.1,6656342,6656426,2923769,41H84M,1354
SRR14041381.18360373,NW_003526941.1,6656342,6656418,203753,42H24M1D51M8H,1354
SRR14041381.18405251,NW_003526941.1,6656342,6656432,-3276,35S90M,1354
SRR14041381.20227500,NW_003526941.1,6656342,6656442,-3264,25S100M,1354
SRR14041381.31189820,NW_003526941.1,6656342,6656524,982232,40M36D22M21D63M,1354
SRR14041381.32642459,NW_003526941.1,6656342,6656431,-3274,32S89M4S,1354
SRR14041381.30562455,NW_003526941.1,6656343,6656525,3715176,39M36D22M21D64M,1416
SRR14041381.3720167,NW_003526941.1,6656343,6656437,-5851166,9S57M22I37M,1416
SRR14041381.19779586,NW_003526941.1,6656343,6656370,-5765462,27M98H,1416
SRR14041381.31705464,NW_003526941.1,6656343,6656370,-5765462,27M98H,1416
SRR14041381.11621796,NW_003526941.1,6656344,6656370,-5765462,26M99H,1473
SRR14041381.32360204,NW_003526941.1,6656344,6656370,-5763594,26M99H,1473
SRR14041381.20427412,NW_003526941.1,6656347,6656529,-1448570,35M36D22M21D68M,1477
SRR14041381.32161935,NW_003526941.1,6656348,6656530,-1448585,34M36D22M21D69M,1469
SRR14041381.11585793,NW_003526941.1,6656349,6656427,-482088,78M,1461
SRR14041381.17952020,NW_003526941.1,6656349,6656531,-1448576,33M36D22M21D70M,1461
SRR14041381.22944912,NW_003526941.1,6656349,6656435,-482102,86M39S,1461
SRR14041381.29172206,NW_003526941.1,6656350,6656532,-1448587,32M36D22M21D71M,1451
SRR14041381.9051166,NW_003526941.1,6656363,6656490,-827544,45M22I34M24D24M,1204
SRR14041381.28370068,NW_003526941.1,6656383,6656491,-2082769,33M5I1M1D24M24D25M37H,807
SRR14041381.20571985,NW_003526941.1,6656384,6656430,-5765530,46M79S,838
SRR14041381.14280215,NW_003526941.1,6656385,6656431,140299,46M79H,834
SRR14041381.7752508,NW_003526941.1,6656401,6656526,453923,125M,732
SRR14041381.10153812,NW_003526941.1,6656401,6656491,-1405327,22H37M18I25M2D5M3D18M,732
SRR14041381.12227922,NW_003526941.1,6656401,6656490,-1405324,23H37M18I25M2D5M3D17M,732
SRR14041381.18132947,NW_003526941.1,6656401,6656489,-1405316,24H37M18I25M2D5M3D16M,732
SRR14041381.10900218,NW_003526941.1,6656447,6656493,786430,46M79H,236
SRR14041381.1265400,NW_003526941.1,6656450,6656493,786433,43M82H,238
SRR14041381.27575201,NW_003526941.1,6656644,6656763,-481965,5M3I31M3I83M,111
SRR14041381.21953050,NW_003526941.1,6656687,6656719,4682562,32M93H,177
SRR14041381.19158238,NW_003526941.1,6657087,6657215,-724501,50M3D75M,167
SRR14041381.19947686,NW_003526941.1,6660397,6660522,134256,125M,67
SRR14041381.17737248,NW_003526941.1,6661182,6661304,5354,122M3S,120
SRR14041381.15020898,NW_003526941.1,6661183,6661304,5314,121M4S,120
SRR14041381.19556879,NW_003526941.1,6661302,6661426,4897,23M2D99M3S,105
SRR14041381.3623057,NW_003526941.1,6661575,6661707,-331076,87M7D38M,55
SRR14041381.3656650,NW_003526941.1,6661575,6661707,444843,87M7D38M,55
SRR14041381.3934741,NW_003526941.1,6661575,6661707,-331105,87M7D38M,55
SRR14041381.17346907,NW_003526941.1,6661576,6661703,444705,5S86M7D34M,61
SRR14041381.21874749,NW_003526941.1,6661576,6661703,444708,5S86M7D34M,61
SRR14041381.8776939,NW_003526941.1,6661576,6661706,-331096,2S86M7D37M,61
SRR14041381.25611937,NW_003526941.1,6661576,6661708,444859,86M7D39M,61
SRR14041381.5032836,NW_003526941.1,6661593,6661725,-331107,69M7D56M,115
SRR14041381.30679649,NW_003526941.1,6661639,6661732,444619,23M7D63M39H,220
SRR14041381.2663762,NW_003526941.1,6661640,6661732,444578,22M7D63M40H,222
SRR14041381.23633061,NW_003526941.1,6661640,6661732,444619,22M7D63M40H,222
SRR14041381.13951496,NW_003526941.1,6661640,6661789,-331142,29M23D31M1D65M,222
SRR14041381.4410249,NW_003526941.1,6661641,6661766,444596,125M,228
SRR14041381.28615474,NW_003526941.1,6661641,6661790,-331195,28M23D31M1D66M,228
SRR14041381.14772521,NW_003526941.1,6661642,6661791,-331196,27M23D31M1D67M,231
SRR14041381.30487816,NW_003526941.1,6661642,6661767,322566,125M,231
SRR14041381.32462580,NW_003526941.1,6661645,6661794,-331192,24M23D31M1D70M,240
SRR14041381.8211605,NW_003526941.1,6661646,6661771,444549,125M,241
SRR14041381.23148596,NW_003526941.1,6661646,6661771,444529,125M,241
SRR14041381.32754032,NW_003526941.1,6661646,6661732,444787,16M7D63M46H,241
SRR14041381.792101,NW_003526941.1,6661647,6661732,444753,15M7D63M47H,246
SRR14041381.15683613,NW_003526941.1,6661647,6661772,322566,125M,246
SRR14041381.7500162,NW_003526941.1,6661648,6661773,444524,125M,249
SRR14041381.6956303,NW_003526941.1,6661652,6661777,444585,125M,259
SRR14041381.17854937,NW_003526941.1,6661652,6661777,444574,125M,259
SRR14041381.22903465,NW_003526941.1,6661653,6661778,322553,125M,261
SRR14041381.25751779,NW_003526941.1,6661665,6661790,322555,125M,198
SRR14041381.20046598,NW_003526941.1,6661668,6661793,444509,125M,200
SRR14041381.21510045,NW_003526941.1,6661671,6661796,322554,125M,260
SRR14041381.29152774,NW_003526941.1,6661672,6661797,322557,125M,262
SRR14041381.20228851,NW_003526941.1,6661777,6661902,-487881,125M,392
SRR14041381.229461,NW_003526941.1,6661785,6661910,-487922,125M,371
SRR14041381.14391269,NW_003526941.1,6661785,6661909,-487929,73M1I51M,371
SRR14041381.19508746,NW_003526941.1,6661786,6661911,-487917,125M,373
SRR14041381.27531284,NW_003526941.1,6661801,6661926,-487905,125M,305
SRR14041381.18246297,NW_003526941.1,6661802,6661927,1602075,125M,305
SRR14041381.23479409,NW_003526941.1,6661802,6661927,1602071,125M,305
SRR14041381.25408213,NW_003526941.1,6661802,6661927,-487905,125M,305
SRR14041381.15346858,NW_003526941.1,6661806,6661931,-487947,125M,301
SRR14041381.15465369,NW_003526941.1,6661806,6661931,-487934,125M,301
SRR14041381.16960851,NW_003526941.1,6661807,6661932,-487911,125M,301
SRR14041381.28112763,NW_003526941.1,6661807,6661932,-487916,125M,301
SRR14041381.10769357,NW_003526941.1,6661814,6661939,-487892,125M,302
SRR14041381.22461823,NW_003526941.1,6664123,6664248,-605851,125M,225
SRR14041381.7247601,NW_003526941.1,6664231,6664356,1597207,125M,114
SRR14041381.791911,NW_003526941.1,6664234,6664359,1594374,125M,112
SRR14041381.28371727,NW_003526941.1,6664238,6664363,1594361,125M,112
SRR14041381.18477910,NW_003526941.1,6664251,6664376,1594329,125M,96
SRR14041381.30390974,NW_003526941.1,6664255,6664380,1594338,125M,98
SRR14041381.2264493,NW_003526941.1,6665418,6665553,-1428636,102M10D23M,25
SRR14041381.11219143,NW_003526941.1,6665418,6665553,-1428625,102M10D23M,25
SRR14041381.5324463,NW_003526941.1,6665419,6665554,-1428617,101M10D24M,28
SRR14041381.29733474,NW_003526941.1,7087184,7087308,-99438,36M1I88M,22
SRR14041381.18436104,NW_003526941.1,7087745,7087870,-99078,125M,49
SRR14041381.2673026,NW_003526941.1,7087753,7087878,-99061,125M,57
SRR14041381.14151610,NW_003526941.1,7087753,7087878,-99064,125M,57
SRR14041381.21011248,NW_003526941.1,7087771,7087896,-99117,125M,89
SRR14041381.10666661,NW_003526941.1,7087772,7087897,-99083,125M,91
SRR14041381.577616,NW_003526941.1,7087788,7087913,-99133,125M,114
SRR14041381.18879023,NW_003526941.1,7087788,7087913,-99115,125M,114
SRR14041381.32141861,NW_003526941.1,7087809,7087934,-99158,125M,153
SRR14041381.5970984,NW_003526941.1,7088084,7088209,2797,125M,140
SRR14041381.21149893,NW_003526941.1,7088175,7088300,-281952,125M,496
SRR14041381.5644309,NW_003526941.1,7088176,7088301,-281934,125M,507
SRR14041381.23618055,NW_003526941.1,7088279,7088404,1864,125M,997
SRR14041381.12040750,NW_003526941.1,7088326,7088451,-101402,125M,951
SRR14041381.21434018,NW_003526941.1,7088326,7088451,-101398,125M,951
SRR14041381.2483657,NW_003526941.1,7088331,7088456,1811,125M,939
SRR14041381.5940842,NW_003526941.1,7088337,7088462,-101414,125M,902
SRR14041381.21186096,NW_003526941.1,7088338,7088463,-101393,125M,905
SRR14041381.18176130,NW_003526941.1,7088339,7088464,1798,125M,900
SRR14041381.23006300,NW_003526941.1,7088351,7088476,-101429,125M,851
SRR14041381.11089007,NW_003526941.1,7088480,7088605,2325,125M,320
SRR14041381.6648058,NW_003526941.1,7088490,7088615,2296,125M,303
SRR14041381.27262529,NW_003526941.1,7088504,7088629,2303,125M,226
SRR14041381.30976276,NW_003526941.1,7088504,7088629,2296,125M,226
SRR14041381.16846968,NW_003526941.1,7088557,7088682,4257847,125M,222
SRR14041381.28111991,NW_003526941.1,7088558,7088683,4257840,125M,223
SRR14041381.12784900,NW_003526941.1,7088733,7088858,11853,125M,221
SRR14041381.14990190,NW_003526941.1,7088733,7088858,-39422,125M,221
SRR14041381.21018807,NW_003526941.1,7088733,7088858,-1165445,125M,221
SRR14041381.946291,NW_003526941.1,7088744,7088869,11828,125M,276
SRR14041381.30043617,NW_003526941.1,7088744,7088869,3370,125M,276
SRR14041381.30547482,NW_003526941.1,7088744,7088869,-99855,125M,276
SRR14041381.11215824,NW_003526941.1,7088748,7088873,-5496829,125M,290
SRR14041381.13646401,NW_003526941.1,7088749,7088874,11834,125M,293
SRR14041381.10520307,NW_003526941.1,7088752,7088877,3383,125M,307
SRR14041381.29085081,NW_003526941.1,7088752,7088877,3363,125M,307
SRR14041381.25001308,NW_003526941.1,7088753,7088878,3354,125M,312
SRR14041381.76200,NW_003526941.1,7088754,7088879,3364,125M,323
SRR14041381.3653324,NW_003526941.1,7088754,7088879,11839,125M,323
SRR14041381.21317749,NW_003526941.1,7088754,7088879,11820,125M,323
SRR14041381.25070670,NW_003526941.1,7088754,7088879,11831,125M,323
SRR14041381.9062914,NW_003526941.1,7088759,7088885,11835,114M1D11M,348
SRR14041381.18319616,NW_003526941.1,7088759,7088884,3365,125M,348
SRR14041381.15489666,NW_003526941.1,7088760,7088885,-5496841,125M,356
SRR14041381.5552689,NW_003526941.1,7088761,7088886,3363,125M,361
SRR14041381.7624788,NW_003526941.1,7088761,7088886,-5496842,125M,361
SRR14041381.21392518,NW_003526941.1,7088761,7088886,3362,125M,361
SRR14041381.8015853,NW_003526941.1,7088762,7088887,3352,125M,367
SRR14041381.17444224,NW_003526941.1,7088762,7088887,11835,125M,367
SRR14041381.21470222,NW_003526941.1,7088762,7088887,3337,125M,367
SRR14041381.18357853,NW_003526941.1,7088763,7088888,11840,125M,372
SRR14041381.18553094,NW_003526941.1,7088766,7088891,11827,125M,380
SRR14041381.10026639,NW_003526941.1,7088767,7088892,-3417744,125M,383
SRR14041381.19616667,NW_003526941.1,7088767,7088892,3366,125M,383
SRR14041381.29504888,NW_003526941.1,7088767,7088892,11802,125M,383
SRR14041381.2093815,NW_003526941.1,7088767,7088892,-1165527,125M,383
SRR14041381.20535073,NW_003526941.1,7088768,7088893,3361,125M,390
SRR14041381.20274894,NW_003526941.1,7088768,7088893,-1165511,125M,390
SRR14041381.3548481,NW_003526941.1,7088769,7088894,3385,125M,396
SRR14041381.12883765,NW_003526941.1,7088769,7088894,3386,125M,396
SRR14041381.29402025,NW_003526941.1,7088769,7088895,11855,104M1D21M,396
SRR14041381.3732439,NW_003526941.1,7088770,7088895,-5496851,125M,401
SRR14041381.6555812,NW_003526941.1,7088770,7088895,3370,125M,401
SRR14041381.19316738,NW_003526941.1,7088770,7088895,11833,125M,401
SRR14041381.10685388,NW_003526941.1,7088771,7088896,3341,125M,406
SRR14041381.14497007,NW_003526941.1,7088771,7088896,11795,125M,406
SRR14041381.32619200,NW_003526941.1,7088771,7088896,3336,125M,406
SRR14041381.18113,NW_003526941.1,7088772,7088897,3374,125M,414
SRR14041381.21473782,NW_003526941.1,7088772,7088897,-99879,125M,414
SRR14041381.25834760,NW_003526941.1,7088772,7088897,3348,125M,414
SRR14041381.29591045,NW_003526941.1,7088772,7088897,11839,125M,414
SRR14041381.2828471,NW_003526941.1,7088773,7088898,11815,125M,422
SRR14041381.6193353,NW_003526941.1,7088773,7088898,-99902,125M,422
SRR14041381.24657928,NW_003526941.1,7088773,7088898,-5496854,125M,422
SRR14041381.29800710,NW_003526941.1,7088773,7088898,11817,125M,422
SRR14041381.338729,NW_003526941.1,7088774,7088899,3332,125M,431
SRR14041381.2466943,NW_003526941.1,7088774,7088899,11812,125M,431
SRR14041381.10165652,NW_003526941.1,7088774,7088899,3355,125M,431
SRR14041381.17202654,NW_003526941.1,7088774,7088899,-1165538,125M,431
SRR14041381.13632620,NW_003526941.1,7088775,7088900,11823,125M,439
SRR14041381.14949203,NW_003526941.1,7088775,7088900,11786,125M,439
SRR14041381.2573709,NW_003526941.1,7088776,7088901,11801,125M,443
SRR14041381.12226753,NW_003526941.1,7088776,7088901,-5496857,125M,443
SRR14041381.19004861,NW_003526941.1,7088777,7088902,11810,125M,454
SRR14041381.19547045,NW_003526941.1,7088777,7088902,3342,125M,454
SRR14041381.4245648,NW_003526941.1,7088777,7088902,-1165546,125M,454
SRR14041381.23067199,NW_003526941.1,7088777,7088902,-1165530,125M,454
SRR14041381.187661,NW_003526941.1,7088778,7088903,11835,125M,462
SRR14041381.11940752,NW_003526941.1,7088778,7088903,-5496859,125M,462
SRR14041381.15834732,NW_003526941.1,7088778,7088903,3323,125M,462
SRR14041381.22081432,NW_003526941.1,7088778,7088903,11821,125M,462
SRR14041381.22714280,NW_003526941.1,7088779,7088904,11803,125M,467
SRR14041381.8282482,NW_003526941.1,7088780,7088905,11784,125M,470
SRR14041381.18719745,NW_003526941.1,7088780,7088902,-5496861,122M3S,470
SRR14041381.20409239,NW_003526941.1,7088780,7088905,11834,125M,470
SRR14041381.27541654,NW_003526941.1,7088780,7088905,11818,125M,470
SRR14041381.10256165,NW_003526941.1,7088780,7088905,-1165546,125M,470
SRR14041381.1398336,NW_003526941.1,7088781,7088906,11793,125M,480
SRR14041381.12052198,NW_003526941.1,7088781,7088902,-99927,121M4S,480
SRR14041381.15600490,NW_003526941.1,7088781,7088906,3353,125M,480
SRR14041381.27956053,NW_003526941.1,7088781,7088906,11826,125M,480
SRR14041381.32683884,NW_003526941.1,7088781,7088906,3338,125M,480
SRR14041381.15582416,NW_003526941.1,7088782,7088902,-99916,120M5S,485
SRR14041381.3825452,NW_003526941.1,7088783,7088908,3324,125M,491
SRR14041381.5374849,NW_003526941.1,7088783,7088908,3346,125M,491
SRR14041381.7266668,NW_003526941.1,7088783,7088903,11786,5S120M,491
SRR14041381.7351506,NW_003526941.1,7088783,7088908,3335,125M,491
SRR14041381.9515903,NW_003526941.1,7088783,7088909,3358,90M1D35M,491
SRR14041381.14428699,NW_003526941.1,7088783,7088908,3340,125M,491
SRR14041381.20836854,NW_003526941.1,7088783,7088908,11810,125M,491
SRR14041381.23307095,NW_003526941.1,7088783,7088904,11819,4S121M,491
SRR14041381.26513661,NW_003526941.1,7088783,7088906,-99893,118M2I5M,491
SRR14041381.28148374,NW_003526941.1,7088783,7088908,3319,125M,491
SRR14041381.2053198,NW_003526941.1,7088784,7088909,3317,125M,508
SRR14041381.3140643,NW_003526941.1,7088784,7088909,3315,125M,508
SRR14041381.8903052,NW_003526941.1,7088784,7088910,11802,89M1D36M,508
SRR14041381.24760729,NW_003526941.1,7088784,7088909,3317,125M,508
SRR14041381.28488071,NW_003526941.1,7088784,7088909,3357,125M,508
SRR14041381.31093251,NW_003526941.1,7088784,7088909,11794,125M,508
SRR14041381.3897385,NW_003526941.1,7088784,7088909,-1165551,125M,508
SRR14041381.12808197,NW_003526941.1,7088784,7088904,-4176099,5S120M,508
SRR14041381.26253745,NW_003526941.1,7088784,7088902,-4176123,118M7S,508
SRR14041381.19708983,NW_003526941.1,7088785,7088910,11782,125M,520
SRR14041381.25218860,NW_003526941.1,7088785,7088908,3354,6M2I117M,520
SRR14041381.10650556,NW_003526941.1,7088785,7088910,-39380,125M,520
SRR14041381.23743446,NW_003526941.1,7088785,7088910,-4176129,125M,520
SRR14041381.29898835,NW_003526941.1,7088786,7088911,11796,125M,530
SRR14041381.30414340,NW_003526941.1,7088786,7088911,11793,125M,530
SRR14041381.13537173,NW_003526941.1,7088786,7088911,-39394,125M,530
SRR14041381.11373844,NW_003526941.1,7088787,7088912,11778,125M,542
SRR14041381.18783611,NW_003526941.1,7088787,7088912,3333,125M,542
SRR14041381.32976878,NW_003526941.1,7088787,7088912,11815,125M,542
SRR14041381.2959661,NW_003526941.1,7088787,7088912,-39389,125M,542
SRR14041381.19857051,NW_003526941.1,7088788,7088913,3348,125M,552
SRR14041381.25193260,NW_003526941.1,7088788,7088913,3331,125M,552
SRR14041381.26165746,NW_003526941.1,7088789,7088914,11814,125M,559
SRR14041381.5969966,NW_003526941.1,7088790,7088915,3317,125M,569
SRR14041381.7053431,NW_003526941.1,7088790,7088915,3351,125M,569
SRR14041381.7072050,NW_003526941.1,7088790,7088915,11804,125M,569
SRR14041381.17506913,NW_003526941.1,7088790,7088915,3330,125M,569
SRR14041381.23487902,NW_003526941.1,7088790,7088906,11791,9S116M,569
SRR14041381.32051258,NW_003526941.1,7088790,7088915,3340,125M,569
SRR14041381.5827088,NW_003526941.1,7088791,7088916,3344,125M,584
SRR14041381.6300277,NW_003526941.1,7088791,7088916,11775,125M,584
SRR14041381.10201205,NW_003526941.1,7088791,7088902,-99916,111M14S,584
SRR14041381.12977532,NW_003526941.1,7088791,7088917,3330,82M1D43M,584
SRR14041381.3413340,NW_003526941.1,7088792,7088917,3306,125M,593
SRR14041381.23259524,NW_003526941.1,7088792,7088917,3322,125M,593
SRR14041381.28833032,NW_003526941.1,7088792,7088917,3346,125M,593
SRR14041381.32690635,NW_003526941.1,7088792,7088918,3340,81M1D44M,593
SRR14041381.447931,NW_003526941.1,7088792,7088917,-4176153,125M,593
SRR14041381.22363460,NW_003526941.1,7088792,7088917,-4176141,125M,593
SRR14041381.23293249,NW_003526941.1,7088792,7088917,-4176128,125M,593
SRR14041381.31679825,NW_003526941.1,7088792,7088917,-4176144,125M,593
SRR14041381.17885568,NW_003526941.1,7088793,7088918,11832,125M,606
SRR14041381.26101406,NW_003526941.1,7088793,7088918,-4176149,125M,606
SRR14041381.29015235,NW_003526941.1,7088793,7088918,-4176137,125M,606
SRR14041381.2439592,NW_003526941.1,7088794,7088919,-99907,125M,616
SRR14041381.4741486,NW_003526941.1,7088794,7088919,11833,125M,616
SRR14041381.8211570,NW_003526941.1,7088794,7088920,11821,79M1D46M,616
SRR14041381.18388464,NW_003526941.1,7088794,7088920,3308,79M1D46M,616
SRR14041381.28006523,NW_003526941.1,7088794,7088919,11803,125M,616
SRR14041381.28738098,NW_003526941.1,7088794,7088919,11785,125M,616
SRR14041381.1759253,NW_003526941.1,7088794,7088919,-4176137,125M,616
SRR14041381.10431484,NW_003526941.1,7088794,7088919,-4176127,125M,616
SRR14041381.11070477,NW_003526941.1,7088794,7088919,-4176139,125M,616
SRR14041381.11230484,NW_003526941.1,7088794,7088919,-4176152,125M,616
SRR14041381.32246148,NW_003526941.1,7088794,7088919,-4176131,125M,616
SRR14041381.2253511,NW_003526941.1,7088795,7088920,3322,125M,632
SRR14041381.11295684,NW_003526941.1,7088795,7088920,-4176153,125M,632
SRR14041381.30378762,NW_003526941.1,7088795,7088920,-4176147,125M,632
SRR14041381.19376191,NW_003526941.1,7088796,7088921,11785,125M,640
SRR14041381.27480424,NW_003526941.1,7088796,7088922,11836,77M1D48M,640
