Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Vacuolar protein sorting-associated protein 18 like protein [Atta colombica],Atta colombica,200,625,9%,2e-73,51.63,1011,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYM83709.1?report=genbank&log$=prottop&blast_rank=91&RID=3277VP1B013"",""KYM83709.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Nylanderia fulva],Nylanderia fulva,198,630,9%,2e-73,52.09,999,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029168943.1?report=genbank&log$=prottop&blast_rank=92&RID=3277VP1B013"",""XP_029168943.1"")"
VPS18 protein [Acromyrmex charruanus],Acromyrmex charruanus,200,625,9%,2e-73,51.16,988,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5347079.1?report=genbank&log$=prottop&blast_rank=93&RID=3277VP1B013"",""KAG5347079.1"")"
vacuolar protein sorting-associated protein 18 homolog [Apis laboriosa],Apis laboriosa,192,615,10%,2e-73,49.77,982,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043793822.1?report=genbank&log$=prottop&blast_rank=94&RID=3277VP1B013"",""XP_043793822.1"")"
Vacuolar protein sorting-associated protein 18-like protein [Harpegnathos saltator],Harpegnathos saltator,200,625,9%,2e-73,51.63,1011,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFN81545.1?report=genbank&log$=prottop&blast_rank=95&RID=3277VP1B013"",""EFN81545.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Nomia melanderi],Nomia melanderi,195,606,9%,2e-73,50.70,979,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031837327.1?report=genbank&log$=prottop&blast_rank=96&RID=3277VP1B013"",""XP_031837327.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X1 [Harpegnathos saltator],Harpegnathos saltator,200,622,9%,3e-73,51.63,1001,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_025159220.1?report=genbank&log$=prottop&blast_rank=97&RID=3277VP1B013"",""XP_025159220.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X4 [Harpegnathos saltator],Harpegnathos saltator,199,497,7%,3e-73,51.63,903,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_025159224.1?report=genbank&log$=prottop&blast_rank=98&RID=3277VP1B013"",""XP_025159224.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Frieseomelitta varia],Frieseomelitta varia,193,609,9%,3e-73,49.77,986,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043526809.1?report=genbank&log$=prottop&blast_rank=99&RID=3277VP1B013"",""XP_043526809.1"")"
vacuolar protein sorting-associated protein 18 homolog isoform X2 [Apis cerana],Apis cerana,194,614,10%,3e-73,50.70,982,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_061941185.1?report=genbank&log$=prottop&blast_rank=100&RID=3277VP1B013"",""XP_061941185.1"")"



		


