Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
PREDICTED: putative methyltransferase NSUN6 isoform X2 [Polistes canadensis],Polistes canadensis,209,430,10%,9e-54,59.43,461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014607794.1?report=genbank&log$=prottop&blast_rank=93&RID=32794RAH013"",""XP_014607794.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6-like isoform X4 [Vespa mandarinia],Vespa mandarinia,207,317,7%,9e-54,55.98,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035733335.1?report=genbank&log$=prottop&blast_rank=94&RID=32794RAH013"",""XP_035733335.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X3 [Vespa crabro],Vespa crabro,207,317,7%,1e-53,55.98,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_046837251.1?report=genbank&log$=prottop&blast_rank=95&RID=32794RAH013"",""XP_046837251.1"")"
distal membrane-arm assembly complex protein 2 [Solenopsis invicta],Solenopsis invicta,202,202,5%,2e-53,48.65,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011161841.1?report=genbank&log$=prottop&blast_rank=96&RID=32794RAH013"",""XP_011161841.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 isoform X5 [Vespa velutina],Vespa velutina,206,318,7%,2e-53,57.14,374,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047370366.1?report=genbank&log$=prottop&blast_rank=97&RID=32794RAH013"",""XP_047370366.1"")"
atp synthase subunit s-like protein [Lasius niger],Lasius niger,201,201,5%,3e-53,47.57,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ94946.1?report=genbank&log$=prottop&blast_rank=98&RID=32794RAH013"",""KMQ94946.1"")"
f3.1 [Tranosema rostrale ichnovirus],Tranosema rostrale ichnovirus,199,199,6%,5e-53,46.90,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BAF73402.1?report=genbank&log$=prottop&blast_rank=99&RID=32794RAH013"",""BAF73402.1"")"
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6-like isoform X5 [Vespa mandarinia],Vespa mandarinia,204,315,7%,6e-53,56.59,374,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035733337.1?report=genbank&log$=prottop&blast_rank=100&RID=32794RAH013"",""XP_035733337.1"")"



		


