Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Trachymyrmex septentrionalis]",Trachymyrmex septentrionalis,415,415,4%,3e-125,92.34,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYN44715.1?report=genbank&log$=prottop&blast_rank=87&RID=326XF89Z016"",""KYN44715.1"")"
hypothetical protein QAD02_001884 [Eretmocerus hayati],Eretmocerus hayati,417,417,4%,4e-125,91.90,471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAJ8670625.1?report=genbank&log$=prottop&blast_rank=88&RID=326XF89Z016"",""KAJ8670625.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Vollenhovia emeryi]",Vollenhovia emeryi,417,417,4%,4e-125,91.90,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011870822.1?report=genbank&log$=prottop&blast_rank=89&RID=326XF89Z016"",""XP_011870822.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Cyphomyrmex costatus]",Cyphomyrmex costatus,416,416,4%,5e-125,91.43,456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYM93628.1?report=genbank&log$=prottop&blast_rank=90&RID=326XF89Z016"",""KYM93628.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Monomorium pharaonis]",Monomorium pharaonis,417,417,4%,5e-125,90.95,491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012529744.1?report=genbank&log$=prottop&blast_rank=91&RID=326XF89Z016"",""XP_012529744.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Trachymyrmex septentrionalis]",Trachymyrmex septentrionalis,416,416,4%,6e-125,91.90,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018345527.1?report=genbank&log$=prottop&blast_rank=92&RID=326XF89Z016"",""XP_018345527.1"")"
nadh dehydrogenase [Lasius niger],Lasius niger,416,416,4%,7e-125,91.43,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KMQ96016.1?report=genbank&log$=prottop&blast_rank=93&RID=326XF89Z016"",""KMQ96016.1"")"
unnamed protein product [Lasius platythorax],Lasius platythorax,416,416,4%,7e-125,91.43,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAL1681566.1?report=genbank&log$=prottop&blast_rank=94&RID=326XF89Z016"",""CAL1681566.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Ceratina calcarata]",Ceratina calcarata,416,416,4%,7e-125,92.38,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017878943.1?report=genbank&log$=prottop&blast_rank=95&RID=326XF89Z016"",""XP_017878943.1"")"
hypothetical protein KPH14_005375 [Odynerus spinipes],Odynerus spinipes,417,417,4%,9e-125,92.38,501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK2576719.1?report=genbank&log$=prottop&blast_rank=96&RID=326XF89Z016"",""KAK2576719.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Temnothorax longispinosus]",Temnothorax longispinosus,416,416,4%,1e-124,91.43,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TGZ46928.1?report=genbank&log$=prottop&blast_rank=97&RID=326XF89Z016"",""TGZ46928.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Nylanderia fulva]",Nylanderia fulva,415,415,4%,1e-124,91.90,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029155294.1?report=genbank&log$=prottop&blast_rank=98&RID=326XF89Z016"",""XP_029155294.1"")"
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Formica exsecta]",Formica exsecta,415,415,4%,2e-124,91.90,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029679129.1?report=genbank&log$=prottop&blast_rank=99&RID=326XF89Z016"",""XP_029679129.1"")"
"PREDICTED: NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Cyphomyrmex costatus]",Cyphomyrmex costatus,415,415,4%,2e-124,91.43,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018405673.1?report=genbank&log$=prottop&blast_rank=100&RID=326XF89Z016"",""XP_018405673.1"")"



		


