Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
E3 ubiquitin-protein ligase TRIM23 [Dufourea novaeangliae],Dufourea novaeangliae,281,899,14%,3e-77,70.94,560,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KZC08840.1?report=genbank&log$=prottop&blast_rank=93&RID=326DX7EE013"",""KZC08840.1"")"
hypothetical protein PV325_001174 [Microctonus aethiopoides],Microctonus aethiopoides,280,862,12%,7e-77,71.50,562,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0079497.1?report=genbank&log$=prottop&blast_rank=94&RID=326DX7EE013"",""KAK0079497.1"")"
hypothetical protein PV326_003583 [Microctonus aethiopoides],Microctonus aethiopoides,280,862,12%,8e-77,71.50,562,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0091209.1?report=genbank&log$=prottop&blast_rank=95&RID=326DX7EE013"",""KAK0091209.1"")"
hypothetical protein PV328_000666 [Microctonus aethiopoides],Microctonus aethiopoides,280,862,12%,9e-77,75.40,545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAK0176541.1?report=genbank&log$=prottop&blast_rank=96&RID=326DX7EE013"",""KAK0176541.1"")"
PREDICTED: E3 ubiquitin-protein ligase TRIM23-like isoform X2 [Cyphomyrmex costatus],Cyphomyrmex costatus,280,871,12%,1e-76,76.19,547,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018399107.1?report=genbank&log$=prottop&blast_rank=97&RID=326DX7EE013"",""XP_018399107.1"")"
E3 ubiquitin-protein ligase TRIM23-like isoform X2 [Diachasmimorpha longicaudata],Diachasmimorpha longicaudata,273,748,11%,4e-74,73.68,575,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063985820.1?report=genbank&log$=prottop&blast_rank=98&RID=326DX7EE013"",""XP_063985820.1"")"
E3 ubiquitin-protein ligase TRIM23-like isoform X1 [Diachasmimorpha longicaudata],Diachasmimorpha longicaudata,273,748,11%,1e-73,73.68,607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063985812.1?report=genbank&log$=prottop&blast_rank=99&RID=326DX7EE013"",""XP_063985812.1"")"
E3 ubiquitin-protein ligase TRIM23-like isoform X2 [Venturia canescens],Venturia canescens,258,927,10%,7e-70,91.67,503,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_043276796.1?report=genbank&log$=prottop&blast_rank=100&RID=326DX7EE013"",""XP_043276796.1"")"



		


