Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Atta colombica],Atta colombica,158,379,6%,2e-55,72.57,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018046373.1?report=genbank&log$=prottop&blast_rank=89&RID=326ZAGGU016"",""XP_018046373.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Trachymyrmex zeteki],Trachymyrmex zeteki,162,379,6%,2e-55,76.11,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018314622.1?report=genbank&log$=prottop&blast_rank=90&RID=326ZAGGU016"",""XP_018314622.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like isoform X1 [Megachile rotundata],Megachile rotundata,127,349,6%,3e-55,60.18,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003705225.1?report=genbank&log$=prottop&blast_rank=91&RID=326ZAGGU016"",""XP_003705225.1"")"
PLCC acyltransferase [Acromyrmex insinuator],Acromyrmex insinuator,158,352,5%,3e-55,74.34,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAG5315431.1?report=genbank&log$=prottop&blast_rank=92&RID=326ZAGGU016"",""KAG5315431.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Trachymyrmex cornetzi],Trachymyrmex cornetzi,162,377,6%,6e-55,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018357425.1?report=genbank&log$=prottop&blast_rank=93&RID=326ZAGGU016"",""XP_018357425.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Apis florea],Apis florea,134,345,5%,1e-54,61.95,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003689806.1?report=genbank&log$=prottop&blast_rank=94&RID=326ZAGGU016"",""XP_003689806.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Apis cerana cerana],Apis cerana cerana,134,344,5%,1e-54,61.95,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PBC34434.1?report=genbank&log$=prottop&blast_rank=95&RID=326ZAGGU016"",""PBC34434.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Diachasma alloeum],Diachasma alloeum,150,353,7%,2e-54,71.68,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015126590.1?report=genbank&log$=prottop&blast_rank=96&RID=326ZAGGU016"",""XP_015126590.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Trachymyrmex septentrionalis],Trachymyrmex septentrionalis,160,348,5%,2e-54,75.22,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018342408.1?report=genbank&log$=prottop&blast_rank=97&RID=326ZAGGU016"",""XP_018342408.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Acromyrmex echinatior],Acromyrmex echinatior,156,349,5%,2e-54,73.45,387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011055419.1?report=genbank&log$=prottop&blast_rank=98&RID=326ZAGGU016"",""XP_011055419.1"")"
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [Apis cerana],Apis cerana,134,344,5%,2e-54,61.95,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_016917865.1?report=genbank&log$=prottop&blast_rank=99&RID=326ZAGGU016"",""XP_016917865.1"")"
PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like [Cyphomyrmex costatus],Cyphomyrmex costatus,154,348,5%,3e-54,71.68,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_018403628.1?report=genbank&log$=prottop&blast_rank=100&RID=326ZAGGU016"",""XP_018403628.1"")"



		


