Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
probable ATP-dependent RNA helicase DDX56 [Diachasmimorpha longicaudata],Diachasmimorpha longicaudata,356,782,13%,6e-103,71.43,554,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_063986904.1?report=genbank&log$=prottop&blast_rank=95&RID=327840D6013"",""XP_063986904.1"")"
probable ATP-dependent RNA helicase DDX56 isoform X4 [Solenopsis invicta],Solenopsis invicta,345,756,12%,2e-99,68.66,535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039306157.1?report=genbank&log$=prottop&blast_rank=96&RID=327840D6013"",""XP_039306157.1"")"
probable ATP-dependent RNA helicase DDX56 isoform X5 [Solenopsis invicta],Solenopsis invicta,331,742,12%,9e-95,68.20,520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039306158.1?report=genbank&log$=prottop&blast_rank=97&RID=327840D6013"",""XP_039306158.1"")"
probable ATP-dependent RNA helicase DDX56 isoform X3 [Solenopsis invicta],Solenopsis invicta,345,756,12%,2e-99,68.40,538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_039306156.1?report=genbank&log$=prottop&blast_rank=98&RID=327840D6013"",""XP_039306156.1"")"
putative ATP-dependent RNA helicase DDX56 [Melipona quadrifasciata],Melipona quadrifasciata,351,762,13%,5e-98,70.33,835,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOX80724.1?report=genbank&log$=prottop&blast_rank=99&RID=327840D6013"",""KOX80724.1"")"
PREDICTED: probable ATP-dependent RNA helicase DDX56 [Fopius arisanus],Fopius arisanus,355,789,13%,8e-103,68.86,554,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011312144.1?report=genbank&log$=prottop&blast_rank=100&RID=327840D6013"",""XP_011312144.1"")"



		


